"Descriptions:","Unit:","Multiplier:","Currency:","Unique Identifier:","Series Name:",1919-01,1919-02,1919-03,1919-04,1919-05,1919-06,1919-07,1919-08,1919-09,1919-10,1919-11,1919-12,1920-01,1920-02,1920-03,1920-04,1920-05,1920-06,1920-07,1920-08,1920-09,1920-10,1920-11,1920-12,1921-01,1921-02,1921-03,1921-04,1921-05,1921-06,1921-07,1921-08,1921-09,1921-10,1921-11,1921-12,1922-01,1922-02,1922-03,1922-04,1922-05,1922-06,1922-07,1922-08,1922-09,1922-10,1922-11,1922-12,1923-01,1923-02,1923-03,1923-04,1923-05,1923-06,1923-07,1923-08,1923-09,1923-10,1923-11,1923-12,1924-01,1924-02,1924-03,1924-04,1924-05,1924-06,1924-07,1924-08,1924-09,1924-10,1924-11,1924-12,1925-01,1925-02,1925-03,1925-04,1925-05,1925-06,1925-07,1925-08,1925-09,1925-10,1925-11,1925-12,1926-01,1926-02,1926-03,1926-04,1926-05,1926-06,1926-07,1926-08,1926-09,1926-10,1926-11,1926-12,1927-01,1927-02,1927-03,1927-04,1927-05,1927-06,1927-07,1927-08,1927-09,1927-10,1927-11,1927-12,1928-01,1928-02,1928-03,1928-04,1928-05,1928-06,1928-07,1928-08,1928-09,1928-10,1928-11,1928-12,1929-01,1929-02,1929-03,1929-04,1929-05,1929-06,1929-07,1929-08,1929-09,1929-10,1929-11,1929-12,1930-01,1930-02,1930-03,1930-04,1930-05,1930-06,1930-07,1930-08,1930-09,1930-10,1930-11,1930-12,1931-01,1931-02,1931-03,1931-04,1931-05,1931-06,1931-07,1931-08,1931-09,1931-10,1931-11,1931-12,1932-01,1932-02,1932-03,1932-04,1932-05,1932-06,1932-07,1932-08,1932-09,1932-10,1932-11,1932-12,1933-01,1933-02,1933-03,1933-04,1933-05,1933-06,1933-07,1933-08,1933-09,1933-10,1933-11,1933-12,1934-01,1934-02,1934-03,1934-04,1934-05,1934-06,1934-07,1934-08,1934-09,1934-10,1934-11,1934-12,1935-01,1935-02,1935-03,1935-04,1935-05,1935-06,1935-07,1935-08,1935-09,1935-10,1935-11,1935-12,1936-01,1936-02,1936-03,1936-04,1936-05,1936-06,1936-07,1936-08,1936-09,1936-10,1936-11,1936-12,1937-01,1937-02,1937-03,1937-04,1937-05,1937-06,1937-07,1937-08,1937-09,1937-10,1937-11,1937-12,1938-01,1938-02,1938-03,1938-04,1938-05,1938-06,1938-07,1938-08,1938-09,1938-10,1938-11,1938-12,1939-01,1939-02,1939-03,1939-04,1939-05,1939-06,1939-07,1939-08,1939-09,1939-10,1939-11,1939-12,1940-01,1940-02,1940-03,1940-04,1940-05,1940-06,1940-07,1940-08,1940-09,1940-10,1940-11,1940-12,1941-01,1941-02,1941-03,1941-04,1941-05,1941-06,1941-07,1941-08,1941-09,1941-10,1941-11,1941-12,1942-01,1942-02,1942-03,1942-04,1942-05,1942-06,1942-07,1942-08,1942-09,1942-10,1942-11,1942-12,1943-01,1943-02,1943-03,1943-04,1943-05,1943-06,1943-07,1943-08,1943-09,1943-10,1943-11,1943-12,1944-01,1944-02,1944-03,1944-04,1944-05,1944-06,1944-07,1944-08,1944-09,1944-10,1944-11,1944-12,1945-01,1945-02,1945-03,1945-04,1945-05,1945-06,1945-07,1945-08,1945-09,1945-10,1945-11,1945-12,1946-01,1946-02,1946-03,1946-04,1946-05,1946-06,1946-07,1946-08,1946-09,1946-10,1946-11,1946-12,1947-01,1947-02,1947-03,1947-04,1947-05,1947-06,1947-07,1947-08,1947-09,1947-10,1947-11,1947-12,1948-01,1948-02,1948-03,1948-04,1948-05,1948-06,1948-07,1948-08,1948-09,1948-10,1948-11,1948-12,1949-01,1949-02,1949-03,1949-04,1949-05,1949-06,1949-07,1949-08,1949-09,1949-10,1949-11,1949-12,1950-01,1950-02,1950-03,1950-04,1950-05,1950-06,1950-07,1950-08,1950-09,1950-10,1950-11,1950-12,1951-01,1951-02,1951-03,1951-04,1951-05,1951-06,1951-07,1951-08,1951-09,1951-10,1951-11,1951-12,1952-01,1952-02,1952-03,1952-04,1952-05,1952-06,1952-07,1952-08,1952-09,1952-10,1952-11,1952-12,1953-01,1953-02,1953-03,1953-04,1953-05,1953-06,1953-07,1953-08,1953-09,1953-10,1953-11,1953-12,1954-01,1954-02,1954-03,1954-04,1954-05,1954-06,1954-07,1954-08,1954-09,1954-10,1954-11,1954-12,1955-01,1955-02,1955-03,1955-04,1955-05,1955-06,1955-07,1955-08,1955-09,1955-10,1955-11,1955-12,1956-01,1956-02,1956-03,1956-04,1956-05,1956-06,1956-07,1956-08,1956-09,1956-10,1956-11,1956-12,1957-01,1957-02,1957-03,1957-04,1957-05,1957-06,1957-07,1957-08,1957-09,1957-10,1957-11,1957-12,1958-01,1958-02,1958-03,1958-04,1958-05,1958-06,1958-07,1958-08,1958-09,1958-10,1958-11,1958-12,1959-01,1959-02,1959-03,1959-04,1959-05,1959-06,1959-07,1959-08,1959-09,1959-10,1959-11,1959-12,1960-01,1960-02,1960-03,1960-04,1960-05,1960-06,1960-07,1960-08,1960-09,1960-10,1960-11,1960-12,1961-01,1961-02,1961-03,1961-04,1961-05,1961-06,1961-07,1961-08,1961-09,1961-10,1961-11,1961-12,1962-01,1962-02,1962-03,1962-04,1962-05,1962-06,1962-07,1962-08,1962-09,1962-10,1962-11,1962-12,1963-01,1963-02,1963-03,1963-04,1963-05,1963-06,1963-07,1963-08,1963-09,1963-10,1963-11,1963-12,1964-01,1964-02,1964-03,1964-04,1964-05,1964-06,1964-07,1964-08,1964-09,1964-10,1964-11,1964-12,1965-01,1965-02,1965-03,1965-04,1965-05,1965-06,1965-07,1965-08,1965-09,1965-10,1965-11,1965-12,1966-01,1966-02,1966-03,1966-04,1966-05,1966-06,1966-07,1966-08,1966-09,1966-10,1966-11,1966-12,1967-01,1967-02,1967-03,1967-04,1967-05,1967-06,1967-07,1967-08,1967-09,1967-10,1967-11,1967-12,1968-01,1968-02,1968-03,1968-04,1968-05,1968-06,1968-07,1968-08,1968-09,1968-10,1968-11,1968-12,1969-01,1969-02,1969-03,1969-04,1969-05,1969-06,1969-07,1969-08,1969-09,1969-10,1969-11,1969-12,1970-01,1970-02,1970-03,1970-04,1970-05,1970-06,1970-07,1970-08,1970-09,1970-10,1970-11,1970-12,1971-01,1971-02,1971-03,1971-04,1971-05,1971-06,1971-07,1971-08,1971-09,1971-10,1971-11,1971-12,1972-01,1972-02,1972-03,1972-04,1972-05,1972-06,1972-07,1972-08,1972-09,1972-10,1972-11,1972-12,1973-01,1973-02,1973-03,1973-04,1973-05,1973-06,1973-07,1973-08,1973-09,1973-10,1973-11,1973-12,1974-01,1974-02,1974-03,1974-04,1974-05,1974-06,1974-07,1974-08,1974-09,1974-10,1974-11,1974-12,1975-01,1975-02,1975-03,1975-04,1975-05,1975-06,1975-07,1975-08,1975-09,1975-10,1975-11,1975-12,1976-01,1976-02,1976-03,1976-04,1976-05,1976-06,1976-07,1976-08,1976-09,1976-10,1976-11,1976-12,1977-01,1977-02,1977-03,1977-04,1977-05,1977-06,1977-07,1977-08,1977-09,1977-10,1977-11,1977-12,1978-01,1978-02,1978-03,1978-04,1978-05,1978-06,1978-07,1978-08,1978-09,1978-10,1978-11,1978-12,1979-01,1979-02,1979-03,1979-04,1979-05,1979-06,1979-07,1979-08,1979-09,1979-10,1979-11,1979-12,1980-01,1980-02,1980-03,1980-04,1980-05,1980-06,1980-07,1980-08,1980-09,1980-10,1980-11,1980-12,1981-01,1981-02,1981-03,1981-04,1981-05,1981-06,1981-07,1981-08,1981-09,1981-10,1981-11,1981-12,1982-01,1982-02,1982-03,1982-04,1982-05,1982-06,1982-07,1982-08,1982-09,1982-10,1982-11,1982-12,1983-01,1983-02,1983-03,1983-04,1983-05,1983-06,1983-07,1983-08,1983-09,1983-10,1983-11,1983-12,1984-01,1984-02,1984-03,1984-04,1984-05,1984-06,1984-07,1984-08,1984-09,1984-10,1984-11,1984-12,1985-01,1985-02,1985-03,1985-04,1985-05,1985-06,1985-07,1985-08,1985-09,1985-10,1985-11,1985-12,1986-01,1986-02,1986-03,1986-04,1986-05,1986-06,1986-07,1986-08,1986-09,1986-10,1986-11,1986-12,1987-01,1987-02,1987-03,1987-04,1987-05,1987-06,1987-07,1987-08,1987-09,1987-10,1987-11,1987-12,1988-01,1988-02,1988-03,1988-04,1988-05,1988-06,1988-07,1988-08,1988-09,1988-10,1988-11,1988-12,1989-01,1989-02,1989-03,1989-04,1989-05,1989-06,1989-07,1989-08,1989-09,1989-10,1989-11,1989-12,1990-01,1990-02,1990-03,1990-04,1990-05,1990-06,1990-07,1990-08,1990-09,1990-10,1990-11,1990-12,1991-01,1991-02,1991-03,1991-04,1991-05,1991-06,1991-07,1991-08,1991-09,1991-10,1991-11,1991-12,1992-01,1992-02,1992-03,1992-04,1992-05,1992-06,1992-07,1992-08,1992-09,1992-10,1992-11,1992-12,1993-01,1993-02,1993-03,1993-04,1993-05,1993-06,1993-07,1993-08,1993-09,1993-10,1993-11,1993-12,1994-01,1994-02,1994-03,1994-04,1994-05,1994-06,1994-07,1994-08,1994-09,1994-10,1994-11,1994-12,1995-01,1995-02,1995-03,1995-04,1995-05,1995-06,1995-07,1995-08,1995-09,1995-10,1995-11,1995-12,1996-01,1996-02,1996-03,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02
"Total index; s.a. IP","Index:_2012_100","1","NA",G17/IP_MARKET_GROUPS/IP.B50001.S,IP.B50001.S,5.0124,4.7908,4.6523,4.7354,4.7631,5.0677,5.3724,5.4554,5.3447,5.2893,5.2062,5.2893,5.7877,5.7877,5.6770,5.3724,5.5108,5.5662,5.4277,5.4554,5.2616,5.0400,4.6247,4.3477,4.0985,4.0154,3.9046,3.9046,4.0154,3.9877,3.9600,4.0985,4.1262,4.3754,4.3200,4.2923,4.4585,4.6524,4.9016,4.7354,4.9847,5.2339,5.2339,5.1231,5.4000,5.7047,5.9539,6.1201,5.9816,6.0647,6.2585,6.3970,6.4801,6.4247,6.3693,6.2585,6.1201,6.0924,6.0924,5.9539,6.0924,6.2031,6.0924,5.8985,5.6493,5.4000,5.3170,5.5108,5.7047,5.8431,5.9539,6.1201,6.3139,6.3139,6.3139,6.3693,6.3416,6.2862,6.4524,6.3416,6.2585,6.5077,6.6462,6.7293,6.6185,6.6185,6.7016,6.7016,6.6462,6.7293,6.7570,6.8401,6.9508,6.9508,6.9231,6.8954,6.8677,6.9231,7.0062,6.8401,6.8954,6.8678,6.7847,6.7847,6.6739,6.5354,6.5354,6.5631,6.7016,6.7570,6.8124,6.7847,6.8678,6.9231,7.0062,7.1447,7.2001,7.3385,7.4770,7.6155,7.7262,7.6985,7.7262,7.8647,8.0032,8.0585,8.1693,8.0862,8.0308,7.8924,7.5047,7.1724,7.1724,7.1447,7.0339,6.9785,6.8678,6.6739,6.3693,6.2308,6.1201,5.9539,5.8154,5.6770,5.6493,5.6770,5.7877,5.8154,5.7324,5.5939,5.5108,5.3170,5.0677,4.8739,4.8185,4.7908,4.6523,4.5416,4.4862,4.1816,4.0431,3.9047,3.7939,3.9046,4.1539,4.2923,4.2923,4.2093,4.1262,4.1539,3.9046,4.1816,4.8739,5.6216,6.1477,5.8985,5.5662,5.2893,4.9847,5.0123,5.1785,5.4277,5.6770,5.6770,5.7877,5.6770,5.2893,5.2339,4.9293,5.1508,5.2062,5.5385,5.9816,6.0924,6.0647,5.9539,5.9539,6.0370,6.0370,6.2585,6.4247,6.6185,6.7570,6.8401,6.7293,6.5631,6.6462,7.0616,7.2001,7.3385,7.4770,7.5878,7.7262,7.8370,8.0585,8.3078,8.2801,8.3908,8.5847,8.5847,8.6124,8.5016,8.5570,8.5016,8.2247,7.6155,6.8678,6.2585,6.1201,6.0647,6.0647,5.9539,5.8154,5.8708,6.2031,6.5354,6.7293,6.8954,7.1724,7.2554,7.2554,7.3108,7.3385,7.3108,7.2831,7.4493,7.6708,7.7816,8.2524,8.6678,8.8893,8.8893,8.7785,8.5016,8.3078,8.4739,8.7232,9.0001,9.1108,9.1662,9.3601,9.4985,9.7201,10.0524,10.3016,10.6062,10.9386,10.9662,11.4647,11.5478,11.6863,11.8247,11.8247,11.9355,11.9909,12.1847,12.4340,12.6555,12.7940,12.4340,12.4616,12.4893,12.7940,13.1817,13.4863,13.9294,14.2617,14.5940,14.7325,15.1201,15.2309,15.4247,15.5355,15.4524,15.9232,16.2555,16.6709,16.9201,17.1417,16.9201,17.1140,17.2525,17.2248,17.2248,17.1140,17.0586,17.0309,17.2525,17.1417,17.1971,17.0586,17.0032,16.8371,16.7817,16.6709,16.3663,15.9232,15.5632,15.2032,13.6247,12.4063,11.9078,12.3509,12.4063,11.7139,11.1324,12.2955,12.0740,11.6309,12.3509,12.7663,13.2370,13.4863,13.7355,13.8186,13.9017,14.0678,14.1509,14.2340,14.1232,14.1786,14.1786,14.0955,14.1786,14.2894,14.4278,14.6217,14.6771,14.7601,14.7878,14.6217,14.6494,14.8986,15.0924,15.0924,15.0370,14.9263,15.0371,14.8432,14.7047,14.5663,14.4278,14.1509,14.0678,13.8740,13.8463,13.8186,13.9570,14.0955,13.5694,13.9294,14.1786,14.4278,14.4832,14.9540,15.4524,15.8124,16.2832,16.8094,17.3355,17.2248,17.3355,17.3078,17.6125,17.6678,17.7786,17.8617,17.8894,17.8340,17.7509,17.4740,17.3078,17.4186,17.3909,17.5294,17.6402,17.8340,17.9448,18.0002,17.8340,17.6678,17.5017,17.2248,18.3325,18.9971,19.1910,19.5786,19.6894,19.7448,19.8556,20.0217,20.1048,20.2156,20.1325,20.3817,20.2709,19.8556,19.6894,19.2186,18.7479,18.6094,18.6648,18.5540,18.4432,18.5540,18.6094,18.6371,18.6094,18.6371,18.8586,19.1632,19.4125,19.8556,20.1048,20.5756,20.8248,21.1571,21.1848,21.3510,21.3233,21.4617,21.8217,21.8771,21.9602,22.0987,21.9048,21.9048,22.0710,21.8771,21.6833,21.0186,21.8771,22.3756,22.5694,22.3756,22.7079,22.6248,22.8464,22.8187,22.5141,22.4310,22.4864,22.6248,22.6248,22.4310,22.0987,21.5725,21.1571,20.7694,20.3263,20.0771,19.7448,19.9386,20.4648,20.7694,21.1848,21.3787,21.6279,22.2648,22.2925,22.6248,23.0679,23.4002,23.8987,24.2587,24.2864,23.7048,22.9017,22.8741,22.7079,22.8464,24.2587,24.8956,24.6741,24.4525,24.2587,24.2310,23.9264,23.8433,23.8156,23.5664,23.5387,23.2064,22.7633,22.7910,22.7633,22.9018,23.3725,23.7325,24.0648,24.3418,24.5633,24.5356,25.0064,25.3941,25.6156,25.3941,25.8095,25.9479,26.0033,25.9756,25.9202,26.1695,26.1972,26.3633,26.3910,26.5018,26.5018,26.6956,27.0003,27.1664,27.4156,27.7480,27.8310,27.7203,27.7756,28.0526,28.2464,28.3849,28.3295,28.5787,28.7726,28.7726,29.2434,29.4095,29.4926,29.6864,29.8803,29.9910,29.5757,30.4895,30.8495,31.1818,31.3757,31.7911,31.9295,32.1788,32.4280,32.7326,32.8711,32.9542,33.2865,33.4249,33.8403,34.1726,34.3942,34.8649,34.9203,35.2526,35.4188,35.6126,35.6403,35.9726,36.2218,35.9726,36.0557,36.2258,35.8149,35.6130,35.9489,35.6353,35.6308,35.5497,36.2308,36.1720,36.4666,36.9881,37.3865,37.3462,37.4801,37.5970,37.6515,38.0738,38.2137,38.1551,38.2615,38.4065,38.4827,38.9805,39.1036,39.3402,39.5919,39.9024,39.7555,39.6053,39.9922,40.2033,40.2957,40.2867,40.2985,39.9186,39.8115,39.0743,39.0485,38.9978,38.8975,38.8522,38.7265,38.8216,38.7524,38.4852,37.7154,37.4870,38.3479,38.6429,38.5692,38.5274,38.7438,38.9404,39.1037,38.9902,38.7639,39.3939,39.6888,39.8572,40.3174,41.2866,41.6800,41.9758,42.4207,42.3956,42.5178,42.5004,43.0644,43.3948,43.9709,44.4866,45.0000,45.2914,45.9647,45.9868,45.9274,46.2184,46.2516,46.4427,46.3634,46.7782,47.0944,47.3422,47.2312,46.9002,46.7547,46.7680,46.6012,46.9779,46.9246,46.9465,46.4902,46.5124,46.3395,44.8159,43.2364,42.6437,41.6572,41.2130,41.2483,41.1540,41.4216,41.8198,42.2548,42.7754,42.9700,43.0627,43.5959,44.2338,44.6687,44.7103,44.9525,45.1731,45.1831,45.4519,45.7737,45.9055,45.9220,46.6016,47.0857,46.8261,47.5387,48.1302,48.5780,48.9881,49.3428,49.4131,49.4274,49.6665,49.7589,49.8149,49.8936,49.2047,49.4519,50.3920,51.4438,51.6239,51.9809,51.9572,52.1531,52.2862,52.7031,53.1001,53.3889,53.0435,53.3331,53.4972,52.8947,53.3176,53.3158,53.2432,52.8891,52.9468,53.2382,53.1886,53.2612,53.5021,53.5079,53.3284,52.2375,50.9676,50.3335,49.9417,50.1226,50.9338,51.5801,52.4731,52.7676,52.4688,52.2219,52.5009,52.2665,52.5783,52.8272,53.1722,53.1672,52.8548,52.4951,51.8972,51.3277,50.3077,51.2996,50.9105,50.4590,50.1366,49.9690,49.8127,49.3780,49.2276,48.7850,48.5953,48.2401,49.1748,48.8671,49.2655,49.8681,50.2070,50.5080,51.2740,51.8458,52.6317,53.0647,53.2564,53.5313,54.5975,54.8377,55.1047,55.4593,55.7123,55.9079,56.0852,56.1353,56.0340,55.9427,56.1631,56.2299,56.1365,56.3356,56.4232,56.2716,56.3525,56.3903,56.0242,56.2533,56.4939,56.2610,56.4503,57.0454,57.3112,56.9304,56.5414,56.5654,56.6850,56.4959,56.8096,56.7348,56.8483,57.1179,57.3826,57.8627,57.6873,58.4361,58.5202,58.8852,59.2656,59.5423,59.9560,60.4517,60.6087,61.4886,61.8151,62.1113,62.1393,62.4100,62.5464,62.8992,62.8182,62.9776,63.0040,63.2781,63.1080,63.4145,63.5171,63.8207,64.0114,63.7241,63.8694,63.9217,63.4806,63.5122,62.9479,63.5199,63.2966,63.2481,63.4576,63.8477,63.4171,64.0517,64.3607,64.2562,64.3971,64.6064,64.5289,64.7258,64.8148,64.3264,63.5713,63.1589,62.8801,62.4520,62.1200,62.2500,62.8714,63.4441,63.5106,63.5623,64.1234,64.0179,63.9427,63.6923,63.3372,63.7864,64.3199,64.8069,65.0202,65.0309,65.6155,65.2948,65.4461,65.9387,66.2219,66.2778,66.5650,66.8562,66.7661,66.9976,66.7645,66.8782,67.0843,67.0144,67.3337,67.8513,68.1384,68.5029,68.7602,68.7808,69.4762,69.8715,70.2259,70.6759,70.7851,71.2069,71.4768,72.0827,72.5328,73.2862,73.4173,73.3112,73.4086,73.3603,73.6079,73.8595,73.5675,74.4969,74.7941,74.7015,74.8864,75.1739,74.6833,75.8433,75.7631,76.4596,77.0169,77.6676,77.5653,78.0121,78.5488,78.5060,79.1955,79.7144,79.8239,80.7816,81.3388,81.3611,81.8326,82.2309,82.8500,83.7172,84.4629,85.1968,85.9458,86.2054,86.6558,86.7556,86.8196,87.1345,87.6936,87.1421,86.8414,88.6266,88.4562,89.1686,89.1127,89.4388,89.8617,90.3253,90.4709,90.7285,91.3499,91.1990,91.7767,92.1675,91.7812,92.9976,93.4440,94.1555,94.1717,94.4329,94.7926,95.4898,95.6421,95.7364,95.5982,95.3172,95.6844,95.3974,95.4158,95.1619,94.5502,93.9755,93.7253,93.4567,92.8842,92.3317,91.8098,91.6849,91.3345,90.9389,90.4853,90.5150,91.0881,91.0698,91.8012,92.1815,92.5668,93.4503,93.2282,93.2270,93.3597,93.0804,93.5589,93.1088,93.6494,93.9475,93.7350,93.0815,93.1002,93.2544,93.6579,93.5162,94.0695,94.2091,94.9370,94.8627,95.1113,95.6793,95.2063,95.6346,96.3952,95.6045,96.3379,96.4107,96.4943,97.4107,97.6207,98.3284,98.7904,99.4550,99.3156,99.4648,99.5970,99.9838,99.6737,99.9451,98.0824,99.3185,100.3282,100.9458,101.0637,101.0761,101.2742,101.6854,101.5801,101.9746,101.9374,102.3309,102.1204,102.0653,101.9538,103.0260,102.4915,103.5443,103.7537,104.5018,104.5419,104.5669,104.5217,104.7387,105.1499,104.7167,105.3037,105.3530,105.0730,104.7137,104.4635,103.6727,103.0850,102.8361,102.2939,100.7209,96.3567,97.2844,96.0552,93.2520,91.0332,90.4375,89.0085,88.2959,87.4078,87.0694,88.0285,89.0244,89.6975,89.9906,90.3515,90.6212,91.6849,92.0073,92.6104,92.9600,94.2988,94.4319,94.8360,95.1423,95.3500,95.0991,95.1376,96.0339,95.9363,95.5147,96.4651,96.1325,96.3347,96.5889,97.1011,97.6642,97.6132,98.2931,98.2325,98.7699,99.3672,99.6443,99.1594,99.9173,100.0956,100.0478,100.3144,99.9036,99.8944,100.1192,100.6100,100.9267,100.8779,101.4265,101.8186,101.6950,101.7517,101.9486,101.4460,102.1758,102.6774,102.5438,102.8625,103.1747,102.7053,103.6016,104.5893,104.7423,105.0571,105.4084,105.5609,105.4797,105.7908,105.8154,106.6630,106.5032,105.8772,105.4193,105.0856,104.5604,104.0675,103.6891,104.2443,104.1318,103.7281,103.3569,102.7323,102.2696,103.0314,102.3429,101.5415,101.7479,101.6011,101.9476,102.1435,102.0654,101.9304,102.0557,101.8293,102.7877,102.5393,102.1574,102.7236,103.7148,103.7121,103.7710,103.6206,103.1956,103.1760,104.7647,105.2943,105.7698,105.4371,105.9166,106.4488,107.6624,106.7781,107.4443,107.8948,108.8232,109.0597,109.2189,109.8355,109.9448,109.5058,109.6678
